SimNum," ""Intercept"""," ""Int_Low_CI"""," ""Int_Up_CI"""," ""Slope"""," ""Sl_Low_CI"""," ""Sl_Up_CI"""," ""a90"""," ""a9095"""," ""AIC"""," ""Iter"""," ""Converged"""," ""Separated"""," ""Uneven"""," ""Uneven_lower"""," ""Overlap"""," ""Case"""," ""Insp"""," ""N""",Model,a50,a25,
8,-2.086726168,-4.156414039,-4.44E-01,14.260338,6.606747732,25.91523904,0.300410183,0.453377501,42.0283281,11,,0,0.216666667,0.216666667,0.5,2,1,60,Firth,0.146330765,0.112872845,
8,-1.721239628,-3.317033413,-3.77E-01,9.681102241,4.648049819,16.64657561,0.404753933,0.606790416,52.72059127,9,,0,0.283333333,0.283333333,0.666666667,2,2,60,Firth,0.177793766,0.128509992,
8,-2.949846444,-4.711203932,-1.56E+00,8.933293107,4.946889789,14.22759506,0.576167261,0.789746806,56.57433251,7,,0,0.5,0.5,0.666666667,2,3,60,Firth,0.330208178,0.276798842,
9,-1.545514807,-3.460136509,8.41E-02,13.21068346,5.436405763,24.26278077,0.283311563,0.44571195,42.09364619,10,,0,0.183333333,0.183333333,0.45,2,1,60,Firth,0.116989769,0.08087345,
9,-2.769671672,-4.910166119,-1.08E+00,15.15084126,7.706360236,25.36651722,0.327829733,0.454818944,44.74142232,10,,0,0.283333333,0.283333333,0.533333333,2,2,60,Firth,0.182806461,0.151315058,
9,-3.670603271,-6.024186633,-1.95E+00,11.85822161,6.267851366,19.6639585,0.494832028,0.682948198,50.34249882,9,,0,0.5,0.5,0.533333333,2,3,60,Firth,0.309540789,0.269305307,
10,-1.230534708,-3.026407218,2.64E-01,11.00625495,4.686298857,20.96322803,0.311437387,0.50785237,38.83876524,11,,0,0.166666667,0.166666667,0.366666667,2,1,60,Firth,0.111803217,0.068453207,
10,-2.827181148,-5.026469523,-1.21E+00,13.53920302,7.277634153,23.17320559,0.371100553,0.515599616,40.15471936,10,,0,0.283333333,0.283333333,0.366666667,2,2,60,Firth,0.208814444,0.173574463,
10,-4.61381074,-7.429111805,-2.63E+00,12.59221784,7.390453723,19.90224659,0.540892431,0.679157772,41.94599163,8,,0,0.5,0.5,0.366666667,2,3,60,Firth,0.366401757,0.328511589,
11,-2.120387099,-4.198753376,-4.97E-01,17.15295725,8.60164777,30.13838411,0.251712379,0.364313829,34.14285018,11,,0,0.183333333,0.183333333,0.3,2,1,60,Firth,0.123616416,0.095800731,
11,-3.272504894,-5.73880748,-1.49E+00,17.37499117,9.703901923,28.69193032,0.314804734,0.413366098,38.15515532,9,,0,0.283333333,0.283333333,0.366666667,2,2,60,Firth,0.188345701,0.160885471,
11,-6.308762444,-10.89203676,-3.43E+00,20.32013907,11.32703652,34.47338291,0.418598859,0.51451843,38.50367627,11,,0,0.5,0.5,0.366666667,2,3,60,Firth,0.310468468,0.286988252,
12,-1.767500385,-3.787871338,-9.78E-02,13.11051673,5.904141241,23.58934557,0.302407986,0.448254895,41.62222839,10,,0,0.183333333,0.183333333,0.516666667,2,1,60,Firth,0.134815463,0.098423209,
12,-2.870617266,-5.060196386,-1.17E+00,14.25386299,7.591336398,23.66332199,0.355541641,0.478497284,45.69191044,9,,0,0.283333333,0.283333333,0.65,2,2,60,Firth,0.201392231,0.167919112,
12,-4.418342789,-7.065515155,-2.47E+00,13.60446544,7.777400436,21.51921369,0.486279112,0.617124837,49.41981534,8,,0,0.5,0.5,0.65,2,3,60,Firth,0.32477151,0.28970058,
13,-1.267728217,-3.239903959,4.33E-01,13.12959388,4.849520345,24.76019818,0.263904034,0.426064319,43.55505108,10,,0,0.166666667,0.166666667,0.35,2,1,60,Firth,0.096555021,0.060215645,
13,-3.40458361,-6.147172641,-1.44E+00,19.56084253,10.06295268,33.65286335,0.286378676,0.386435363,43.88209786,10,,0,0.283333333,0.283333333,0.35,2,2,60,Firth,0.17405097,0.149659318,
13,-4.359990235,-6.971079238,-2.41E+00,15.86821651,8.786433734,25.50583419,0.413229477,0.539280993,49.00142542,8,,0,0.5,0.5,0.35,2,3,60,Firth,0.274762462,0.244694732,
14,-1.659787024,-3.732143257,7.31E-02,17.54582697,7.144226876,33.04829497,0.219825011,0.349459636,39.00563257,11,,0,0.166666667,0.166666667,0.583333333,2,1,60,Firth,0.094597253,0.06740439,
14,-2.845471805,-5.035066887,-1.13E+00,18.29222244,9.303321994,30.65966309,0.275674342,0.38254232,44.02417245,10,,0,0.283333333,0.283333333,0.583333333,2,2,60,Firth,0.155556375,0.129473089,
14,-3.501786585,-5.670231065,-1.91E+00,13.09491683,7.222926847,21.54490151,0.435207893,0.595672094,50.95125658,9,,0,0.5,0.5,0.583333333,2,3,60,Firth,0.267415718,0.23098011,
15,-2.705101322,-5.577672496,-4.87E-01,20.20643538,8.680396313,37.05759856,0.242612109,0.346617093,37.80216687,11,,0,0.166666667,0.166666667,0.35,2,1,60,Firth,0.133873257,0.110260916,
15,-5.016117486,-9.112631068,-2.35E+00,26.22696575,13.56467885,46.55818788,0.275035326,0.356129377,38.41516964,12,,1,0.283333333,0.283333333,0.35,2,2,60,Firth,0.191258018,0.173066007,
15,-6.832065059,-11.36380769,-3.82E+00,24.33803571,13.48617958,40.62783576,0.370995003,0.459841129,38.07073126,11,,0,0.5,0.5,0.35,2,3,60,Firth,0.280715549,0.261111615,
16,-2.638434611,-5.355364901,-6.56E-01,16.67851369,7.324029691,32.22148903,0.28993346,0.449593217,33.55424014,12,,0,0.183333333,0.183333333,0.316666667,2,1,60,Firth,0.158193629,0.129586688,
16,-3.305337239,-5.805584344,-1.45E+00,14.5713017,7.473625688,24.90568505,0.377630079,0.525210302,37.95953493,11,,0,0.283333333,0.283333333,0.416666667,2,2,60,Firth,0.226838844,0.194094944,
16,-4.829107281,-7.993739176,-2.73E+00,12.26738169,6.918172814,20.52637766,0.572765406,0.749196179,37.95946038,10,,0,0.5,0.5,0.416666667,2,3,60,Firth,0.393654278,0.354760791,
17,-1.942431558,-4.428965274,-1.62E-01,16.43435493,7.035520444,33.16782574,0.251890394,0.408571024,35.75095537,13,,1,0.166666667,0.166666667,0.3,2,1,60,Firth,0.118193356,0.089161413,
17,-3.339841382,-5.831334803,-1.53E+00,17.53533415,9.42014437,30.3765945,0.315766207,0.435563301,37.6940032,11,,1,0.283333333,0.283333333,0.3,2,2,60,Firth,0.190463515,0.163254381,
17,-5.933822141,-10.04513668,-3.35E+00,18.15882699,10.45897393,30.14988278,0.447773787,0.551626457,35.39648226,10,,1,0.5,0.5,0.3,2,3,60,Firth,0.326773428,0.300498534,
18,-2.772271346,-5.626053255,-5.91E-01,21.56625211,9.528481768,39.81960184,0.230429279,0.331727554,36.11507004,12,,0,0.166666667,0.166666667,0.483333333,2,1,60,Firth,0.128546737,0.106423225,
18,-4.494475711,-7.930136579,-2.12E+00,24.35030802,12.84727978,41.82213813,0.274809677,0.357389395,38.45302822,11,,0,0.283333333,0.283333333,0.483333333,2,2,60,Firth,0.184575723,0.164981669,
18,-5.756515561,-9.451613907,-3.27E+00,20.49762478,11.67247921,33.86357053,0.388032283,0.486969894,41.39254293,10,,0,0.5,0.5,0.483333333,2,3,60,Firth,0.280838176,0.257561272,
19,-2.768792596,-5.473431914,-7.43E-01,20.56286564,9.877354383,37.01646825,0.24150414,0.340154157,32.66505703,11,,0,0.166666667,0.166666667,0.333333333,2,1,60,Firth,0.134650133,0.11144708,
19,-4.89069393,-8.723562327,-2.38E+00,24.23437983,13.18031649,41.64619061,0.292473691,0.370948923,34.17636006,11,,0,0.283333333,0.283333333,0.333333333,2,2,60,Firth,0.201808091,0.182120306,
19,-8.422278747,-15.14155625,-4.46E+00,27.81062784,14.77591019,49.73087368,0.381850542,0.465980333,33.84634708,13,,0,0.5,0.5,0.333333333,2,3,60,Firth,0.302843891,0.285687815,
20,-1.693909406,-3.668029804,-7.57E-02,13.42296137,6.069039165,24.19686543,0.289886403,0.434728644,40.59091927,10,,0,0.183333333,0.183333333,0.416666667,2,1,60,Firth,0.12619491,0.090649754,
20,-2.668456401,-4.786176988,-1.04E+00,13.89975542,7.29600163,23.27415815,0.350055151,0.479505782,45.6332424,9,,0,0.283333333,0.283333333,0.5,2,2,60,Firth,0.191978659,0.157652785,
20,-4.307013522,-6.948593246,-2.42E+00,13.50859611,7.782865773,21.78394696,0.481488827,0.619158785,47.67861931,9,,0,0.5,0.5,0.5,2,3,60,Firth,0.318835021,0.283515196,
21,-2.935901348,-5.69343623,-8.70E-01,18.70911746,9.125320496,33.21616999,0.274364942,0.376654957,36.16044081,11,,1,0.183333333,0.183333333,0.366666667,2,1,60,Firth,0.156923562,0.13142149,
21,-3.900189847,-6.724251522,-1.79E+00,18.4295666,9.971829783,30.36447543,0.330849583,0.424805775,41.71772143,9,,0,0.283333333,0.283333333,0.4,2,2,60,Firth,0.211626781,0.185737878,
21,-6.663044661,-11.27713435,-3.61E+00,21.08251672,11.50141435,35.30253385,0.420266202,0.516161538,41.75880221,10,,1,0.5,0.5,0.4,2,3,60,Firth,0.31604598,0.293414846,
22,-0.59135016,-2.119521698,8.30E-01,7.830229065,2.737066791,14.97530166,0.356129395,0.62167384,46.01949395,9,,0,0.166666667,0.166666667,0.816666667,2,1,60,Firth,0.075521438,0.014588195,
22,-1.715043831,-3.271931584,-3.79E-01,9.03987334,4.462107646,15.10269942,0.432779118,0.627631165,53.66947185,8,,0,0.283333333,0.283333333,0.816666667,2,2,60,Firth,0.189719896,0.136940257,
22,-5.595379771,-9.299254919,-3.18E+00,17.01412079,9.901550602,28.03193568,0.458008054,0.567728765,38.11682362,10,,0,0.483333333,0.483333333,0.35,2,3,60,Firth,0.328866818,0.300824155,
23,-2.220978793,-4.655041535,-3.42E-01,18.81261864,8.184965867,35.80240204,0.234853183,0.363465459,34.62679469,12,,0,0.166666667,0.166666667,0.3,2,1,60,Firth,0.118057929,0.092696162,
23,-3.884811812,-6.795837572,-1.82E+00,20.97681942,11.1236521,35.63413336,0.289940828,0.387920639,35.76367906,11,,0,0.283333333,0.283333333,0.3,2,2,60,Firth,0.185195464,0.162450298,
23,-5.766160323,-9.866251916,-3.20E+00,18.82740698,10.41195798,32.39531587,0.422967693,0.542381918,36.3217946,10,,0,0.5,0.5,0.3,2,3,60,Firth,0.306264178,0.280922332,
24,-1.218636382,-2.954829513,3.12E-01,10.18667053,4.243302528,18.31450935,0.335326538,0.516302951,45.72181199,9,,0,0.183333333,0.183333333,0.583333333,2,1,60,Firth,0.11963049,0.072792688,
24,-2.248902073,-4.109791054,-7.27E-01,11.36645719,5.82411935,18.80926636,0.391162046,0.540513378,51.24628965,8,,0,0.283333333,0.283333333,0.65,2,2,60,Firth,0.197854269,0.155878018,
24,-3.757560449,-6.012760231,-2.03E+00,11.4292619,6.386768806,18.05782883,0.521012212,0.678306634,55.43570468,7,,0,0.5,0.5,0.65,2,3,60,Firth,0.328766676,0.287021089,
25,-2.657960855,-5.324930558,-5.82E-01,18.92333178,8.39712368,34.81488362,0.256571384,0.373154591,38.88070506,11,,0,0.183333333,0.183333333,0.4,2,1,60,Firth,0.140459454,0.115246069,
25,-3.644233298,-6.372522018,-1.61E+00,19.13744145,9.977319365,32.33636392,0.305237139,0.407385445,42.65777033,10,,0,0.283333333,0.283333333,0.5,2,2,60,Firth,0.190424269,0.165492971,
25,-5.023488974,-8.031841652,-2.88E+00,16.88904032,9.768628822,27.20831041,0.427538416,0.540896195,44.41280621,9,,0,0.5,0.5,0.5,2,3,60,Firth,0.297440759,0.269190412,
26,-0.761130735,-2.716802507,9.45E-01,7.71742679,2.02037914,16.10750433,0.383334419,0.76228805,47.36565016,11,,0,0.166666667,0.166666667,0.6,2,1,60,Firth,0.098624938,0.036801059,
26,-2.273021935,-4.301474022,-6.17E-01,10.49021339,4.769921386,18.403255,0.426134946,0.630375494,52.78528546,9,,0,0.283333333,0.283333333,0.6,2,2,60,Firth,0.216680238,0.171197726,
26,-2.858662911,-4.68502896,-1.41E+00,7.814036728,3.930935397,12.9586432,0.647026328,0.940849851,60.37192664,8,,0,0.5,0.5,0.6,2,3,60,Firth,0.365836892,0.304777382,
27,-1.632402841,-3.643781146,4.10E-02,14.52471322,6.23850182,27.0993104,0.263662859,0.410814005,38.42511196,11,,0,0.166666667,0.166666667,0.333333333,2,1,60,Firth,0.112387957,0.079539029,
27,-3.289041658,-5.711991307,-1.47E+00,17.46336452,9.385080385,29.00554638,0.314158605,0.420943433,39.99257234,10,,0,0.283333333,0.283333333,0.333333333,2,2,60,Firth,0.188339518,0.161018251,
27,-5.284850987,-8.752533323,-2.98E+00,17.05266066,9.717469858,28.26538726,0.438762942,0.555508707,40.55042178,10,,0,0.5,0.5,0.333333333,2,3,60,Firth,0.309913573,0.281934287,
28,-1.492432101,-3.49750457,2.10E-01,13.51691043,5.500635012,24.65466833,0.272965978,0.418934851,40.96119079,10,,0,0.166666667,0.166666667,0.7,2,1,60,Firth,0.110412221,0.075114121,
28,-2.217349341,-4.194950788,-6.44E-01,12.31979576,5.906142567,21.11668556,0.358331745,0.515072162,51.33999081,9,,0,0.283333333,0.283333333,0.7,2,2,60,Firth,0.179982638,0.141254621,
28,-7.987147874,-15.60662409,-4.21E+00,28.52444343,14.85931944,57.15309444,0.357040181,0.460852093,33.08913883,14,,0,0.483333333,0.483333333,0.25,2,3,60,Firth,0.280010648,0.263283897,
29,-2.590776913,-5.157245244,-6.12E-01,20.49114342,9.434251158,37.28796141,0.233661997,0.34061188,32.61587022,11,,0,0.166666667,0.166666667,0.316666667,2,1,60,Firth,0.126433985,0.103149718,
29,-4.652480194,-8.349771266,-2.21E+00,23.98815022,12.66083675,41.20069174,0.285545351,0.369169148,33.65230229,11,,0,0.283333333,0.283333333,0.316666667,2,2,60,Firth,0.193949102,0.174059229,
29,-5.753546322,-9.820866334,-3.19E+00,18.77782115,10.33008518,32.61937524,0.423412857,0.54800727,37.80694808,11,,0,0.5,0.5,0.316666667,2,3,60,Firth,0.306401167,0.280992402,
30,-1.55586851,-3.671719556,2.31E-01,13.03090559,5.198389086,24.47472705,0.288014755,0.445461469,42.60751988,10,,0,0.166666667,0.166666667,0.466666667,2,1,60,Firth,0.119398341,0.082783752,
30,-3.418940452,-5.927215529,-1.50E+00,17.36772376,9.222694533,28.86742193,0.323367938,0.42788023,44.153833,9,,0,0.283333333,0.283333333,0.466666667,2,2,60,Firth,0.19685599,0.169384269,
30,-5.256079617,-8.527742779,-2.98E+00,17.26083538,9.897515103,27.92047653,0.431804373,0.540727862,45.12208287,9,,0,0.5,0.5,0.466666667,2,3,60,Firth,0.304508994,0.276867154,
1,-1.973238159,-3.912488057,-3.40E-02,16.52841484,12.09283831,20.96399138,0.252320793,0.41206804,30.70942476,0,,0,0.166666667,0.166666667,0.366666667,2,1,60,Lasso,0.119384598,0.09051787,
1,-3.132481505,-4.838815229,-1.43E+00,16.66981344,12.76697769,20.57264918,0.319722,0.45219247,33.93818403,0,,0,0.283333333,0.283333333,0.366666667,2,2,60,Lasso,0.187913411,0.15929154,
1,-4.904399181,-6.244652134,-3.56E+00,15.50307096,12.43755859,18.56858333,0.458078517,0.58542146,35.48573933,0,,0,0.5,0.5,0.366666667,2,3,60,Lasso,0.316350173,0.285574254,
2,-2.80947879,-4.949625548,-6.69E-01,22.2968128,16.49928635,28.09433925,0.224547939,0.327780375,32.63702771,0,,0,0.183333333,0.183333333,0.35,2,1,60,Lasso,0.126003605,0.104604975,
2,-3.454765303,-5.219689686,-1.69E+00,20.50186989,15.72079787,25.28294191,0.275681677,0.38181243,37.76529099,0,,0,0.283333333,0.283333333,0.416666667,2,2,60,Lasso,0.168509766,0.145237681,
2,-4.099819663,-5.202910167,-3.00E+00,15.28823116,12.30002657,18.27643575,0.411888346,0.551787861,43.13477431,0,,0,0.5,0.5,0.416666667,2,3,60,Lasso,0.268168346,0.236959945,
3,-4.207202803,-7.277384446,-1.14E+00,28.98236122,20.95132928,37.01339316,0.220976729,0.324970724,24.17250447,0,,0,0.183333333,0.183333333,0.25,2,1,60,Lasso,0.145164253,0.128701782,
3,-4.065053628,-5.953234994,-2.18E+00,21.01570655,16.07657049,25.9548426,0.297980855,0.398001952,31.12631807,0,,0,0.283333333,0.283333333,0.366666667,2,2,60,Lasso,0.193429311,0.170726231,
3,-5.618916367,-6.957504216,-4.28E+00,18.03451075,14.53301051,21.53601099,0.433399112,0.530732201,34.01650314,0,,0,0.5,0.5,0.366666667,2,3,60,Lasso,0.311564669,0.285108656,
4,-2.169742168,-4.108168771,-2.31E-01,18.83745232,13.56946485,24.10543978,0.231823639,0.36172747,28.39025258,0,,0,0.166666667,0.166666667,0.2,2,1,60,Lasso,0.115182358,0.089854025,
4,-4.241287533,-6.235181102,-2.25E+00,22.96015219,17.54142428,28.3788801,0.280421143,0.364536499,26.80558994,0,,0,0.283333333,0.283333333,0.2,2,2,60,Lasso,0.184723842,0.163943438,
4,-7.74820551,-9.633809988,-5.86E+00,25.79678388,20.67234907,30.92121869,0.385529845,0.47492161,25.27490189,0,,0,0.5,0.5,0.2,2,3,60,Lasso,0.300355484,0.281860107,
5,-1.251773688,-2.568029295,6.45E-02,13.27214194,9.769158224,16.77512566,0.259867494,0.419844858,35.6041738,0,,0,0.166666667,0.166666667,0.6,2,1,60,Lasso,0.094315876,0.058366798,
5,-2.295309995,-3.454160193,-1.14E+00,13.75161467,10.66753787,16.83569147,0.326691423,0.469810399,42.83614522,0,,0,0.283333333,0.283333333,0.6,2,2,60,Lasso,0.166912035,0.132216382,
5,-2.00199499,-2.490136725,-1.51E+00,6.83666076,5.537557044,8.135764476,0.614220848,,57.25919844,0,,0,0.5,0.5,0.6,2,3,60,Lasso,0.292832285,0.223043645,
6,-1.779189524,-3.286774124,-2.72E-01,14.29525027,10.62430225,17.96619829,0.278163308,0.432629821,36.44042805,0,,0,0.183333333,0.183333333,0.4,2,1,60,Lasso,0.124460187,0.091083979,
6,-3.137228607,-4.731298732,-1.54E+00,16.8256371,12.944098,20.7071762,0.317043162,0.439369561,40.4392413,0,,0,0.283333333,0.283333333,0.483333333,2,2,60,Lasso,0.186455264,0.158098462,
6,-4.265894973,-5.41856308,-3.11E+00,14.28441063,11.47767945,17.09114181,0.452459658,0.59466957,42.42251934,0,,0,0.5,0.5,0.483333333,2,3,60,Lasso,0.298639901,0.265238365,
7,-2.925378179,-5.840944414,-9.81E-03,22.3144674,16.38202951,28.24690529,0.229564196,0.354528775,23.09053822,0,,1,0.166666667,0.166666667,0.216666667,2,1,60,Lasso,0.131097827,0.109716126,
7,-4.067986748,-6.372100725,-1.76E+00,19.95870427,15.27041666,24.64699188,0.313908721,0.417758115,26.04590771,0,,1,0.283333333,0.283333333,0.216666667,2,2,60,Lasso,0.203820183,0.17991476,
7,-8.977428394,-11.69884852,-6.26E+00,26.54558247,21.00818267,32.08298227,0.420960926,0.521070854,21.16524373,0,,1,0.5,0.5,0.216666667,2,3,60,Lasso,0.338189166,0.320215507,
8,-1.683828292,-2.975759656,-3.92E-01,12.27593736,9.218833061,15.33304165,0.316151244,0.490804618,37.36093709,0,,0,0.216666667,0.216666667,0.5,2,1,60,Lasso,0.137164947,0.098298566,
8,-1.345745131,-2.094196599,-5.97E-01,8.144245575,6.373180748,9.915310402,0.435027367,0.684759749,49.30076563,0,,0,0.283333333,0.283333333,0.666666667,2,2,60,Lasso,0.165238771,0.106654922,
8,-2.704136527,-3.356492785,-2.05E+00,8.144961356,6.601287151,9.688635561,0.601766036,0.890333302,53.41907388,0,,0,0.5,0.5,0.666666667,2,3,60,Lasso,0.332001149,0.273422448,
9,-1.450511464,-3.042231257,1.41E-01,12.99178102,9.678893438,16.30466861,0.280772593,0.448112546,36.9351196,0,,0,0.183333333,0.183333333,0.45,2,1,60,Lasso,0.111648392,0.074923539,
9,-2.328182304,-3.773574448,-8.83E-01,13.07600364,10.06767158,16.08433571,0.346084859,0.498142881,40.2777769,0,,0,0.283333333,0.283333333,0.533333333,2,2,60,Lasso,0.178049989,0.14156168,
9,-3.143685598,-4.085761169,-2.20E+00,9.985597777,8.024831518,11.94636404,0.534861337,0.774951091,46.76653059,0,,0,0.5,0.5,0.533333333,2,3,60,Lasso,0.314821973,0.267041033,
10,-1.170595455,-2.595600642,2.54E-01,11.04761278,8.046722991,14.04850258,0.304845952,0.504051331,33.90665579,0,,0,0.166666667,0.166666667,0.366666667,2,1,60,Lasso,0.105959131,0.062771407,
10,-2.203751889,-3.362017363,-1.05E+00,10.87319061,8.434022623,13.3123586,0.404754835,0.573670795,36.43213834,0,,0,0.283333333,0.283333333,0.366666667,2,2,60,Lasso,0.202677574,0.158797054,
10,-4.431987014,-5.54197188,-3.32E+00,12.06953558,9.732040754,14.40703041,0.549251589,0.696736617,37.69242991,0,,0,0.5,0.5,0.366666667,2,3,60,Lasso,0.367204437,0.3276734,
11,-2.209031497,-4.13755151,-2.81E-01,18.07562072,13.34211402,22.80912742,0.243767898,0.354393285,28.33092895,0,,0,0.183333333,0.183333333,0.3,2,1,60,Lasso,0.122210547,0.095814704,
11,-2.757209743,-4.12793697,-1.39E+00,14.98899299,11.62457547,18.35341051,0.33053817,0.441718737,33.52482489,0,,0,0.283333333,0.283333333,0.366666667,2,2,60,Lasso,0.183948965,0.152117523,
11,-5.272637068,-6.643894934,-3.90E+00,16.97375444,13.60803448,20.33947439,0.440083051,0.552093892,33.78237695,0,,0,0.5,0.5,0.366666667,2,3,60,Lasso,0.310634697,0.282525344,
12,-1.404455184,-2.623323184,-1.86E-01,11.53266667,8.544671878,14.52066147,0.312302424,0.478885055,36.94201373,0,,0,0.183333333,0.183333333,0.516666667,2,1,60,Lasso,0.12178061,0.080409324,
12,-2.405264469,-3.516577533,-1.29E+00,12.31575419,9.591425013,15.04008337,0.373707446,0.515337874,41.49321007,0,,0,0.283333333,0.283333333,0.65,2,2,60,Lasso,0.195299811,0.156559086,
12,-4.295390292,-5.338934155,-3.25E+00,13.20503303,10.64683671,15.76322935,0.491677291,0.63105729,45.08718755,0,,0,0.5,0.5,0.65,2,3,60,Lasso,0.325284328,0.289152555,
13,-1.160212353,-2.485649603,1.65E-01,12.88146636,9.556515977,16.20641675,0.260640896,0.428779613,38.29990149,0,,0,0.166666667,0.166666667,0.35,2,1,60,Lasso,0.090068345,0.053028986,
13,-3.410440305,-5.22154358,-1.60E+00,19.69813847,15.15486149,24.24141544,0.28467994,0.384954174,38.27246929,0,,0,0.283333333,0.283333333,0.35,2,2,60,Lasso,0.173135158,0.148913516,
13,-4.022430299,-5.178251285,-2.87E+00,14.5543017,11.65484537,17.45375804,0.427341346,0.573828717,44.48755118,0,,0,0.5,0.5,0.35,2,3,60,Lasso,0.276373981,0.243591834,
14,-0.873512444,-2.09978136,3.53E-01,12.42647737,9.109996826,15.74295792,0.24711243,0.43916571,34.51378774,0,,0,0.166666667,0.166666667,0.583333333,2,1,60,Lasso,0.070294454,0.031898919,
14,-2.255507424,-3.51647564,-9.95E-01,14.95025447,11.53992864,18.3605803,0.297836536,0.431108735,39.47348149,0,,0,0.283333333,0.283333333,0.583333333,2,2,60,Lasso,0.150867494,0.118953572,
14,-2.299731018,-2.866425859,-1.73E+00,8.253400905,6.720757948,9.786043862,0.544860918,0.816753936,50.00734729,0,,0,0.5,0.5,0.583333333,2,3,60,Lasso,0.278640411,0.220831362,
15,-2.092797868,-3.879148573,-3.06E-01,16.9674277,12.58798503,21.34687037,0.252838705,0.379144129,32.23295921,0,,0,0.166666667,0.166666667,0.35,2,1,60,Lasso,0.123342083,0.095222248,
15,-3.995607029,-6.001314368,-1.99E+00,21.20065973,16.28343923,26.11788024,0.292105608,0.388091054,33.08322005,0,,1,0.283333333,0.283333333,0.35,2,2,60,Lasso,0.188466165,0.165961146,
