SimNum," ""Intercept"""," ""Int_Low_CI"""," ""Int_Up_CI"""," ""Slope"""," ""Sl_Low_CI"""," ""Sl_Up_CI"""," ""a90"""," ""a9095"""," ""AIC"""," ""Iter"""," ""Converged"""," ""Separated"""," ""Uneven"""," ""Uneven_lower"""," ""Overlap"""," ""Case"""," ""Insp"""," ""N""",Model,a50,a25,
15,-6.266286964,-8.124307129,-4.41E+00,22.19621885,17.64107032,26.75136739,0.381304203,0.483926066,32.39893669,0,,0,0.5,0.5,0.35,2,3,60,Lasso,0.282313263,0.260817653,
16,-2.228309438,-4.379180273,-7.74E-02,14.68713972,10.7096438,18.66463564,0.301320346,0.476318066,28.08947875,0,,0,0.183333333,0.183333333,0.316666667,2,1,60,Lasso,0.151718407,0.119232759,
16,-3.040344342,-4.773163487,-1.31E+00,13.50915726,10.30474305,16.71357148,0.387705082,0.546662359,33.07183123,0,,0,0.283333333,0.283333333,0.416666667,2,2,60,Lasso,0.225058032,0.189739673,
16,-3.983997786,-5.00819454,-2.96E+00,9.93538821,8.041393303,11.82938312,0.622142007,0.826940513,34.55066384,0,,0,0.5,0.5,0.416666667,2,3,60,Lasso,0.400990651,0.352968244,
17,-1.700591105,-3.695370024,2.94E-01,15.26773736,11.35072396,19.18475075,0.255297533,0.420331933,30.09073186,0,,1,0.166666667,0.166666667,0.3,2,1,60,Lasso,0.111384619,0.080134327,
17,-2.784736777,-4.521577289,-1.05E+00,14.82030197,11.4097849,18.23081904,0.336157884,0.467868194,33.0183116,0,,1,0.283333333,0.283333333,0.3,2,2,60,Lasso,0.187900137,0.155706377,
17,-5.955376264,-7.869434848,-4.04E+00,18.19014821,14.43163992,21.94865651,0.448187708,0.555032254,29.93251665,0,,1,0.5,0.5,0.3,2,3,60,Lasso,0.327395698,0.301166046,
18,-2.004974049,-3.719023634,-2.91E-01,17.14765127,12.64378927,21.65151327,0.24505972,0.370269444,30.69689878,0,,0,0.166666667,0.166666667,0.483333333,2,1,60,Lasso,0.116924121,0.089099829,
18,-3.642592772,-5.39888333,-1.89E+00,20.02935582,15.41450082,24.64421082,0.291562914,0.387800506,33.2436609,0,,0,0.283333333,0.283333333,0.483333333,2,2,60,Lasso,0.181862702,0.158041604,
18,-4.587369824,-5.792622818,-3.38E+00,16.13484081,12.96790025,19.30178137,0.420493421,0.540680165,37.30785543,0,,0,0.5,0.5,0.483333333,2,3,60,Lasso,0.284314539,0.25474367,
19,-2.533213174,-4.61575126,-4.51E-01,19.45547634,14.23233795,24.67861473,0.243141708,0.346319781,26.62387039,0,,0,0.166666667,0.166666667,0.333333333,2,1,60,Lasso,0.130205662,0.105681911,
19,-4.421001214,-6.464586749,-2.38E+00,22.11134937,16.98590646,27.23679228,0.299313519,0.383312785,28.31306851,0,,0,0.283333333,0.283333333,0.333333333,2,2,60,Lasso,0.199942624,0.178364508,
19,-8.019167804,-10.16290564,-5.88E+00,26.42789783,21.05126657,31.80452909,0.386576051,0.473718207,27.42383174,0,,0,0.5,0.5,0.333333333,2,3,60,Lasso,0.303435705,0.285382008,
20,-1.541359029,-2.863826936,-2.19E-01,12.88126989,9.452446561,16.31009322,0.290234087,0.441813315,35.5404069,0,,0,0.183333333,0.183333333,0.416666667,2,1,60,Lasso,0.119658935,0.082619011,
20,-2.346243978,-3.412301179,-1.28E+00,12.52880977,9.764794266,15.29282528,0.362641674,0.505499192,41.2255802,0,,0,0.283333333,0.283333333,0.5,2,2,60,Lasso,0.187267907,0.149185977,
20,-3.860991941,-4.734473031,-2.99E+00,12.04817324,9.783458665,14.31288781,0.502832786,0.655254591,43.72315178,0,,0,0.5,0.5,0.5,2,3,60,Lasso,0.320462851,0.280861722,
21,-2.532068661,-4.505977965,-5.58E-01,16.85167081,12.64759397,21.05574764,0.280642394,0.391927661,30.6634557,0,,1,0.183333333,0.183333333,0.366666667,2,1,60,Lasso,0.150256238,0.121943244,
21,-3.841415178,-5.806577799,-1.88E+00,18.26995827,14.08451032,22.45540622,0.330522909,0.425409296,36.33900665,0,,0,0.283333333,0.283333333,0.4,2,2,60,Lasso,0.210258563,0.184143493,
21,-6.445573085,-8.425614531,-4.47E+00,20.35286005,16.13572284,24.56999727,0.42464782,0.524959525,36.20181434,0,,1,0.5,0.5,0.4,2,3,60,Lasso,0.316691269,0.293248802,
22,-0.10330539,-0.817788855,6.11E-01,5.959547301,4.240957348,7.678137255,0.386024282,0.819176626,42.57154912,0,,0,0.166666667,0.166666667,0.816666667,2,1,60,Lasso,0.017334436,-0.062725547,
22,-1.052035571,-1.621356395,-4.83E-01,6.520816068,5.151394526,7.89023761,0.498290416,0.815212018,51.42944752,0,,0,0.283333333,0.283333333,0.816666667,2,2,60,Lasso,0.161334956,0.088166007,
22,-5.069342754,-6.301502738,-3.84E+00,15.38236516,12.41857681,18.34615351,0.472395971,0.589515247,33.38710371,0,,0,0.483333333,0.483333333,0.35,2,3,60,Lasso,0.329555481,0.298538063,
23,-2.104886871,-4.357419227,1.48E-01,18.43889309,13.49533421,23.38245197,0.233317229,0.365843036,28.55289432,0,,0,0.166666667,0.166666667,0.3,2,1,60,Lasso,0.114154731,0.088278923,
23,-3.437429366,-5.455956585,-1.42E+00,18.71019208,14.2801966,23.14018756,0.301154254,0.410583025,30.315272,0,,0,0.283333333,0.283333333,0.3,2,2,60,Lasso,0.183719619,0.158219012,
23,-5.244291845,-6.806661371,-3.68E+00,16.99778388,13.56890272,20.42666503,0.437793331,0.566989612,31.15678697,0,,0,0.5,0.5,0.3,2,3,60,Lasso,0.308527975,0.28045836,
24,-1.003161188,-2.120471117,1.14E-01,9.447228976,7.155736442,11.73872151,0.338764496,0.539925071,41.33855574,0,,0,0.183333333,0.183333333,0.583333333,2,1,60,Lasso,0.10618576,0.055681929,
24,-2.142611876,-3.331966729,-9.53E-01,11.0378853,8.598635724,13.47713487,0.393176441,0.547716413,47.05201063,0,,0,0.283333333,0.283333333,0.65,2,2,60,Lasso,0.194114345,0.15088856,
24,-3.204781254,-4.160782107,-2.25E+00,9.706956178,7.746292659,11.6676197,0.556508728,0.888822836,52.1794714,0,,0,0.5,0.5,0.65,2,3,60,Lasso,0.330153057,0.281000547,
25,-2.311676803,-4.050476768,-5.73E-01,17.22544567,12.76123531,21.68965603,0.261758184,0.389225091,33.21777675,0,,0,0.183333333,0.183333333,0.4,2,1,60,Lasso,0.134201277,0.106502646,
25,-3.355438511,-4.947294928,-1.76E+00,17.80959775,13.72265155,21.89654394,0.311779253,0.421076535,37.36235641,0,,0,0.283333333,0.283333333,0.5,2,2,60,Lasso,0.188406193,0.161616073,
25,-4.819307946,-6.054082639,-3.58E+00,16.15947585,12.98930442,19.32964729,0.434205452,0.554131927,39.57407993,0,,0,0.5,0.5,0.5,2,3,60,Lasso,0.298234175,0.268708387,
26,-0.486213248,-1.391965745,4.20E-01,6.893004335,5.031729912,8.754278758,0.389298729,0.877822353,43.1326783,0,,0,0.166666667,0.166666667,0.6,2,1,60,Lasso,0.070537203,0.001319017,
26,-1.539111574,-2.37208895,-7.06E-01,7.775120256,6.063394935,9.486845578,0.480550272,0.791145554,49.76243189,0,,0,0.283333333,0.283333333,0.6,2,2,60,Lasso,0.197953411,0.136588282,
26,-2.221272508,-2.773326395,-1.67E+00,5.935081621,4.800639506,7.069523735,0.744471158,1.216078898,58.30783685,0,,0,0.5,0.5,0.6,2,3,60,Lasso,0.374261493,0.293871486,
27,-1.475428788,-3.003574609,5.27E-02,13.96384755,10.17704968,17.75064542,0.263011563,0.417447791,33.05195999,0,,0,0.166666667,0.166666667,0.333333333,2,1,60,Lasso,0.10566062,0.071492297,
27,-3.08361307,-4.620956485,-1.55E+00,16.53817542,12.72858559,20.34776524,0.319311987,0.431223931,34.81717437,0,,0,0.283333333,0.283333333,0.333333333,2,2,60,Lasso,0.186454249,0.157604557,
27,-5.05609715,-6.337619967,-3.77E+00,16.26881592,13.09315833,19.4444735,0.445842019,0.566602496,35.54426625,0,,0,0.5,0.5,0.333333333,2,3,60,Lasso,0.310784582,0.281457232,
28,-0.804203994,-1.892547988,2.84E-01,10.05498184,7.378183946,12.73177973,0.29850164,0.516877136,36.76249641,0,,0,0.166666667,0.166666667,0.7,2,1,60,Lasso,0.079980651,0.032529421,
28,-2.400485611,-3.622279377,-1.18E+00,13.29289297,10.28787342,16.29791252,0.34587732,0.490632993,46.687007,0,,0,0.283333333,0.283333333,0.7,2,2,60,Lasso,0.180584137,0.144691179,
28,-6.089604727,-7.858642411,-4.32E+00,21.41805377,17.06707984,25.7690277,0.386908605,0.498220756,27.99740282,0,,0,0.483333333,0.483333333,0.25,2,3,60,Lasso,0.284321106,0.262044513,
29,-2.238975687,-4.333288119,-1.45E-01,18.55005984,13.48049545,23.61962423,0.239147491,0.355858126,26.68062874,0,,0,0.166666667,0.166666667,0.316666667,2,1,60,Lasso,0.120699109,0.094978369,
29,-4.261248849,-6.427758609,-2.09E+00,22.1124329,16.86810518,27.35676062,0.292074303,0.381702542,27.67133075,0,,0,0.283333333,0.283333333,0.316666667,2,2,60,Lasso,0.192708277,0.171131219,
29,-4.770849749,-6.001725564,-3.54E+00,15.34785844,12.3683583,18.32735859,0.454009551,0.594301869,33.3234114,0,,0,0.5,0.5,0.316666667,2,3,60,Lasso,0.310847912,0.279760757,
30,-1.442861526,-2.731872027,-1.54E-01,12.79998107,9.289093067,16.31086907,0.284382147,0.447370728,37.41701643,0,,0,0.166666667,0.166666667,0.466666667,2,1,60,Lasso,0.112723723,0.07544857,
30,-2.603744806,-3.711147287,-1.50E+00,13.69637781,10.680137,16.71261863,0.350528399,0.482240766,40.10663894,0,,0,0.283333333,0.283333333,0.466666667,2,2,60,Lasso,0.190104628,0.155269049,
30,-4.283496797,-5.246804704,-3.32E+00,13.95360108,11.32983179,16.57737038,0.464447947,0.597491581,41.29403687,0,,0,0.5,0.5,0.466666667,2,3,60,Lasso,0.306981457,0.272788044,
1,-2.93784,-6.07111,-0.46316,23.47621,10.07287,45.38265,0.22696,0.36309,33.0503,8,1,0,0.16667,0.16667,0.30833,2,1,60,RSS,0.12303,0.10082,0
1,-4.89623,-9.21895,-2.33085,26.62695,13.56776,49.51457,0.26312,0.39477,32.40234,8,1,0,0.28333,0.28333,0.28333,2,2,60,RSS,0.1858,0.16614,0
1,-6.51733,-10.67236,-3.81196,21.08767,12.36712,35.02916,0.40903,0.52615,31.0849,7,1,0,0.5,0.46667,0.25833,2,3,60,RSS,0.31197,0.28528,0
2,-3.66965,-7.23352,-0.93097,25.96835,12.05768,48.10378,0.21312,0.31194,35.40415,8,1,0,0.175,0.175,0.31667,2,1,60,RSS,0.12826,0.10854,0
2,-3.9384,-7.12434,-1.80998,22.93108,11.94404,40.62088,0.26625,0.36844,42.23334,7,1,0,0.28333,0.28333,0.38333,2,2,60,RSS,0.1729,0.15399,0
2,-5.05427,-8.11954,-2.85739,19.61852,10.80227,31.34784,0.37768,0.49321,45.80656,6,1,0,0.475,0.45,0.39167,2,3,60,RSS,0.25607,0.23358,0
3,-5.87198,-10.89985,-2.34298,37.63349,16.97502,74.33355,0.21385,0.30644,24.79956,8,1,0,0.2,0.2,0.23333,2,1,60,RSS,0.15347,0.14129,0
3,-6.1394,-10.82708,-3.22454,29.90519,16.09686,54.91306,0.27175,0.36928,31.463,8,1,0,0.3,0.3,0.3,2,2,60,RSS,0.19545,0.17578,0
3,-6.69208,-11.01458,-3.83452,21.79518,12.83468,35.40673,0.41339,0.50108,35.86686,6,1,0,0.48333,0.45,0.33333,2,3,60,RSS,0.30727,0.28232,0
4,-2.48441,-5.23113,-0.65183,21.59461,9.74915,43.58618,0.21656,0.36313,33.05445,8,1,0,0.16667,0.16667,0.20833,2,1,60,RSS,0.11783,0.10041,0
4,-4.79978,-8.24831,-2.50318,24.95205,14.12904,41.64492,0.27169,0.35853,31.32212,7,1,0,0.28333,0.28333,0.21667,2,2,60,RSS,0.18503,0.16569,0
4,-10.86475,-20.00367,-5.50528,35.28344,18.54812,65.62594,0.36131,0.44095,25.74722,8,1,0,0.475,0.46667,0.18333,2,3,60,RSS,0.29464,0.28127,0
5,-2.07541,-4.53981,-0.28816,18.07421,8.14023,31.82124,0.23552,0.35081,39.31157,7,1,0,0.18333,0.18333,0.56667,2,1,60,RSS,0.11606,0.09197,0
5,-3.4732,-6.20594,-1.45735,20.04886,10.60998,33.80474,0.27802,0.38574,43.17789,7,1,0,0.275,0.275,0.53333,2,2,60,RSS,0.17005,0.15115,0
5,-4.23165,-7.05075,-2.1824,16.32945,8.59741,27.09378,0.3976,0.52703,52.4514,6,1,0,0.48333,0.46667,0.5,2,3,60,RSS,0.26268,0.23203,0
6,-2.58283,-5.60211,-0.45226,19.83869,8.89865,35.69672,0.24711,0.36454,37.19065,7,1,0,0.18333,0.18333,0.33333,2,1,60,RSS,0.12921,0.10615,0
6,-3.87687,-6.89573,-1.66573,20.03912,10.60477,34.29944,0.30292,0.40051,43.22552,7,1,0,0.28333,0.28333,0.39167,2,2,60,RSS,0.19142,0.16738,0
6,-5.10017,-8.22703,-2.88289,16.84234,9.57746,26.73601,0.43246,0.56662,46.5929,6,1,0,0.525,0.46667,0.45,2,3,60,RSS,0.30275,0.27402,0
7,-3.70703,-7.38127,-1.33958,27.4436,12.40071,52.1779,0.22146,0.34574,26.25461,8,1,1,0.175,0.175,0.2,2,1,60,RSS,0.13804,0.12064,0
7,-5.26282,-9.38583,-2.65752,25.01679,13.67229,42.82244,0.29784,0.38878,28.54559,8,1,1,0.26667,0.26667,0.19167,2,2,60,RSS,0.20457,0.18545,0
7,-14.22997,-29.44259,-6.5845,40.47566,19.7645,84.60381,0.38763,0.51435,21.53224,9,1,1,0.5,0.46667,0.16667,2,3,60,RSS,0.3358,0.32248,0
8,-2.82474,-5.49058,-1.00708,18.69787,9.33176,31.98725,0.26513,0.39586,37.91318,7,1,0,0.21667,0.21667,0.45,2,1,60,RSS,0.14931,0.12709,0
8,-2.27703,-4.06824,-0.82578,11.62532,5.92602,19.09852,0.38487,0.56713,51.52387,6,1,0,0.3,0.3,0.65,2,2,60,RSS,0.19353,0.15033,0
8,-3.42693,-5.53473,-1.8473,10.54887,6.08838,16.67716,0.50901,0.68943,53.16681,5,1,0,0.5,0.46667,0.46667,2,3,60,RSS,0.31307,0.27109,0
9,-2.16747,-4.1754,-0.38549,16.33861,8.05162,29.23496,0.25449,0.39336,39.60805,7,1,0,0.18333,0.18333,0.41667,2,1,60,RSS,0.12255,0.09463,0
9,-3.10966,-5.32712,-1.32723,16.9722,9.16333,27.7921,0.31945,0.43743,43.42339,7,1,0,0.3,0.3,0.48333,2,2,60,RSS,0.1808,0.15279,0
9,-4.89497,-8.12127,-2.75791,15.53438,8.71881,25.76702,0.45349,0.59638,43.32002,7,1,0,0.5,0.46667,0.45833,2,3,60,RSS,0.30532,0.27318,0
10,-1.43224,-3.36895,-0.0229,11.82796,5.24816,22.3294,0.31163,0.49469,39.20552,7,1,0,0.18333,0.18333,0.34167,2,1,60,RSS,0.1198,0.08313,0
10,-3.49732,-6.06821,-1.65008,16.3881,9.06004,28.68678,0.32744,0.46792,37.03495,7,1,0,0.29167,0.29167,0.31667,2,2,60,RSS,0.19613,0.17181,0
10,-4.78286,-7.78849,-2.6543,12.33845,7.24821,19.9334,0.551,0.69417,44.80601,6,1,0,0.51667,0.46667,0.35,2,3,60,RSS,0.3792,0.34205,0
11,-2.36646,-4.87148,-0.69257,20.73441,10.14857,37.29854,0.22532,0.33181,29.39438,7,1,0,0.175,0.175,0.26667,2,1,60,RSS,0.10849,0.0884,0
11,-3.96567,-6.81524,-1.93938,20.54842,11.66458,33.71884,0.29748,0.38673,35.7066,7,1,0,0.28333,0.28333,0.3,2,2,60,RSS,0.19408,0.16723,0
11,-7.44599,-12.51923,-4.08934,25.12918,13.87494,42.68867,0.39568,0.4839,33.60053,7,1,0,0.5,0.46667,0.33333,2,3,60,RSS,0.306,0.28518,0
12,-1.90965,-4.36413,-0.03422,14.90464,6.96153,26.94398,0.28659,0.42673,38.95774,7,1,0,0.16667,0.16667,0.45,2,1,60,RSS,0.13371,0.10194,0
12,-3.57958,-6.54563,-1.61729,18.04589,9.85864,29.74784,0.32899,0.43721,41.51538,7,1,0,0.28333,0.28333,0.50833,2,2,60,RSS,0.20283,0.17302,0
12,-4.59695,-7.24581,-2.61459,14.59792,8.53049,22.91378,0.48062,0.5926,48.54207,6,1,0,0.51667,0.45,0.53333,2,3,60,RSS,0.33234,0.30004,0
13,-1.62495,-3.73857,0.27925,15.35142,6.31996,28.27695,0.23818,0.39253,40.46491,7,1,0,0.16667,0.16667,0.34167,2,1,60,RSS,0.09629,0.07026,0
13,-4.04753,-6.94258,-1.85364,22.08365,11.56852,38.67723,0.27239,0.36316,40.8633,7,1,0,0.29167,0.29167,0.34167,2,2,60,RSS,0.17378,0.15313,0
13,-4.87178,-7.72373,-2.75006,16.63814,9.47963,26.87956,0.40698,0.53128,47.00234,6,1,0,0.5,0.46667,0.35,2,3,60,RSS,0.28258,0.25184,0
14,-2.74696,-5.39243,-0.69201,25.29855,12.44306,45.58768,0.19259,0.29552,32.3113,8,1,0,0.16667,0.16667,0.53333,2,1,60,RSS,0.09589,0.08127,0
14,-3.54531,-5.97343,-1.73371,21.55142,11.46434,36.39579,0.26064,0.35795,39.97246,7,1,0,0.3,0.3,0.54167,2,2,60,RSS,0.16088,0.13682,0
14,-3.7632,-6.08119,-2.06761,14.45683,8.23417,23.35121,0.40128,0.53824,50.31628,6,1,0,0.49167,0.46667,0.55,2,3,60,RSS,0.25331,0.22956,0
15,-3.20365,-6.15005,-0.94495,23.53511,10.7142,42.44881,0.22428,0.32298,31.10912,8,1,0,0.16667,0.16667,0.3,2,1,60,RSS,0.13917,0.11735,0
15,-6.18963,-11.38175,-2.99637,32.55569,17.03582,58.1175,0.25391,0.32958,33.54403,8,1,1,0.26667,0.26667,0.33333,2,2,60,RSS,0.18776,0.17381,0
15,-7.68913,-13.03334,-4.35876,27.83219,15.48136,47.13704,0.35027,0.44233,35.02612,7,1,0,0.48333,0.46667,0.325,2,3,60,RSS,0.27233,0.25558,0
16,-3.31244,-6.75863,-1.08407,22.57041,10.19495,41.19163,0.25248,0.41931,30.05835,8,1,0,0.18333,0.18333,0.28333,2,1,60,RSS,0.14841,0.13156,0
16,-3.46539,-6.09539,-1.6306,16.18509,8.50494,27.97633,0.35431,0.50067,35.2628,7,1,0,0.28333,0.28333,0.35833,2,2,60,RSS,0.21964,0.19104,0
16,-5.84178,-9.67607,-3.26408,15.20568,8.70974,25.02346,0.51597,0.65924,34.77869,7,1,0,0.48333,0.46667,0.35,2,3,60,RSS,0.37229,0.34024,0
17,-2.86999,-5.70582,-0.71557,21.71535,9.98444,42.00673,0.22737,0.36755,30.52248,8,1,1,0.16667,0.16667,0.26667,2,1,60,RSS,0.12373,0.10129,0
17,-4.27545,-7.45535,-1.93571,22.17205,11.85492,38.98185,0.28798,0.40681,33.14062,8,1,1,0.28333,0.28333,0.25,2,2,60,RSS,0.18714,0.1663,0
17,-7.11246,-12.1798,-3.94423,21.27583,12.15163,36.70289,0.42679,0.52217,33.35184,7,1,1,0.49167,0.46667,0.275,2,3,60,RSS,0.32492,0.30498,0
18,-4.24801,-7.72581,-1.59228,28.2512,14.21064,49.88871,0.21017,0.30403,31.9452,8,1,0,0.18333,0.18333,0.375,2,1,60,RSS,0.13257,0.11353,0
18,-5.79273,-10.22,-2.90635,32.04878,16.3444,53.95508,0.25426,0.32546,34.40586,8,1,0,0.28333,0.28333,0.4,2,2,60,RSS,0.18577,0.16901,0
18,-6.18025,-9.9136,-3.59483,21.56914,12.30983,35.77973,0.3751,0.4692,40.98241,7,1,0,0.5,0.46667,0.4,2,3,60,RSS,0.28029,0.2624,0
19,-3.56917,-6.78902,-1.18961,23.9221,12.38013,42.04673,0.2295,0.32502,28.20805,8,1,0,0.16667,0.16667,0.28333,2,1,60,RSS,0.14217,0.12347,0
19,-5.74693,-10.00523,-2.8177,28.34232,14.82123,49.16855,0.27738,0.34942,30.97481,8,1,0,0.28333,0.28333,0.3,2,2,60,RSS,0.20109,0.18533,0
19,-9.40213,-16.37244,-5.08642,30.52567,16.84242,53.29252,0.37036,0.45098,31.34954,8,1,0,0.51667,0.46667,0.3,2,3,60,RSS,0.29966,0.28958,0
20,-2.18026,-4.4418,-0.3905,16.38035,7.67618,29.6003,0.25922,0.38973,36.50671,7,1,0,0.18333,0.18333,0.375,2,1,60,RSS,0.12587,0.09598,0
20,-3.00326,-5.31505,-1.29152,15.7963,8.42146,26.0052,0.33079,0.45199,44.61876,6,1,0,0.28333,0.28333,0.45833,2,2,60,RSS,0.19264,0.16873,0
20,-5.44513,-8.77493,-3.06386,16.46555,9.57419,26.87334,0.4491,0.56296,44.78655,6,1,0,0.5,0.46667,0.475,2,3,60,RSS,0.3171,0.28643,0
21,-4.14212,-7.65343,-1.53981,23.76899,12.10062,42.1825,0.25175,0.34589,31.2736,8,1,0,0.175,0.175,0.29167,2,1,60,RSS,0.1619,0.14341,0
21,-4.44219,-8.14453,-1.90927,21.27012,11.66592,34.52923,0.32367,0.41065,39.376,7,1,0,0.28333,0.28333,0.36667,2,2,60,RSS,0.21624,0.19492,0
21,-7.5879,-12.97638,-3.9697,22.74886,12.86261,39.91946,0.4031,0.48629,42.06316,7,1,0,0.48333,0.46667,0.39167,2,3,60,RSS,0.30964,0.2908,0
22,-1.34324,-3.2028,0.24362,11.54484,4.8322,21.24114,0.28216,0.48327,40.22516,7,1,0,0.15833,0.15833,0.4,2,1,60,RSS,0.10639,0.07421,0
22,-1.7682,-3.36657,-0.37841,9.72962,4.92398,16.66012,0.40571,0.5811,52.47143,6,1,0,0.28333,0.28333,0.78333,2,2,60,RSS,0.18121,0.12641,0
22,-6.9962,-11.77234,-4.03149,22.18564,12.75482,37.10811,0.42628,0.51953,30.23463,7,1,0,0.46667,0.46667,0.34167,2,3,60,RSS,0.32227,0.30348,0
23,-2.64128,-5.54297,-0.68224,21.50321,9.80146,39.64078,0.22163,0.35292,33.32811,8,1,0,0.18333,0.18333,0.26667,2,1,60,RSS,0.12505,0.10069,0
23,-4.99766,-8.77516,-2.44185,26.99633,14.66933,46.54542,0.26237,0.3442,28.85297,8,1,0,0.275,0.275,0.24167,2,2,60,RSS,0.17692,0.15805,0
23,-6.64147,-11.31581,-3.77118,23.48893,12.84391,38.96204,0.40152,0.51826,33.23981,7,1,0,0.5,0.46667,0.28333,2,3,60,RSS,0.30008,0.27889,0
24,-1.84268,-3.74564,-0.24195,13.65357,6.07027,23.40506,0.31412,0.4475,42.40919,7,1,0,0.2,0.2,0.5,2,1,60,RSS,0.14547,0.11053,0
24,-2.80972,-5.09629,-1.00885,14.33435,7.43606,23.37481,0.36504,0.48641,47.18861,7,1,0,0.26667,0.26667,0.575,2,2,60,RSS,0.19336,0.15469,0
24,-4.57907,-7.2538,-2.55783,13.59016,7.72554,21.46989,0.4895,0.63262,55.45729,6,1,0,0.48333,0.46667,0.59167,2,3,60,RSS,0.32766,0.29449,0
25,-3.5016,-6.62659,-1.01859,22.69494,10.57239,40.76347,0.24448,0.35272,35.67335,7,1,0,0.18333,0.18333,0.325,2,1,60,RSS,0.14694,0.12693,0
25,-4.33199,-7.38331,-2.01719,22.69706,11.74393,38.55688,0.28125,0.37839,38.60191,7,1,0,0.28333,0.28333,0.4,2,2,60,RSS,0.19852,0.17733,0
25,-6.22785,-10.30166,-3.45616,21.20119,12.04528,35.26659,0.39805,0.49844,41.50351,7,1,0,0.49167,0.46667,0.40833,2,3,60,RSS,0.29353,0.27146,0
26,-1.23356,-3.3663,0.66119,9.91443,3.30029,19.90852,0.35912,0.64122,47.19962,7,1,0,0.16667,0.16667,0.56667,2,1,60,RSS,0.11993,0.07296,0
26,-3.10758,-5.65969,-1.27202,14.76511,6.8176,25.401,0.37399,0.53231,45.92187,7,1,0,0.275,0.275,0.49167,2,2,60,RSS,0.22053,0.18895,0
26,-3.4891,-5.61853,-1.8245,9.88634,5.36734,16.04339,0.56699,0.79555,55.99388,6,1,0,0.5,0.46667,0.53333,2,3,60,RSS,0.35839,0.31428,0
27,-1.9755,-4.37218,-0.10362,17.29045,7.56576,31.53838,0.24001,0.39834,34.94302,7,1,0,0.15833,0.15833,0.325,2,1,60,RSS,0.10453,0.07872,0
27,-4.14156,-7.23703,-1.92682,22.22644,12.0177,37.34307,0.28468,0.37942,34.33154,7,1,0,0.29167,0.29167,0.29167,2,2,60,RSS,0.17918,0.1623,0
27,-6.32038,-10.75045,-3.57671,21.23513,11.85782,35.56967,0.41207,0.5168,36.11253,7,1,0,0.5,0.46667,0.31667,2,3,60,RSS,0.3056,0.28267,0
28,-1.96499,-4.05877,-0.22614,15.51383,7.46517,27.84397,0.23566,0.37373,35.01286,7,1,0,0.15,0.15,0.61667,2,1,60,RSS,0.11419,0.08391,0
28,-2.54421,-4.77847,-0.93326,14.42227,7.17607,24.23559,0.31426,0.44873,48.3203,6,1,0,0.28333,0.28333,0.66667,2,2,60,RSS,0.17841,0.14441,0
28,-9.83461,-18.85798,-4.91306,35.3137,17.89915,68.94057,0.34088,0.44529,30.36057,8,1,0,0.475,0.46667,0.25833,2,3,60,RSS,0.27503,0.26363,0
29,-3.83644,-7.6722,-1.43257,28.95645,13.93367,54.64685,0.20626,0.3077,26.34774,8,1,0,0.18333,0.18333,0.28333,2,1,60,RSS,0.13239,0.11737,0
29,-5.56816,-9.97801,-2.7812,28.53418,15.57806,50.34824,0.27635,0.35579,30.48671,8,1,0,0.28333,0.28333,0.29167,2,2,60,RSS,0.19678,0.18105,0
29,-7.06056,-12.21932,-3.92915,22.48155,12.57087,38.41981,0.41105,0.51983,32.79965,7,1,0,0.5,0.45833,0.275,2,3,60,RSS,0.30405,0.2836,0
30,-1.88449,-4.31281,-0.06461,15.36869,6.29881,27.07246,0.26527,0.4155,42.09681,7,1,0,0.16667,0.16667,0.41667,2,1,60,RSS,0.12099,0.09852,0
30,-3.86694,-6.50201,-2.00663,19.02289,10.26438,31.8137,0.30225,0.41935,42.44253,7,1,0,0.3,0.3,0.45833,2,2,60,RSS,0.20083,0.17483,0
30,-6.57039,-10.77077,-3.8269,21.98373,12.76222,36.08801,0.40021,0.49725,37.39228,6,1,0,0.5,0.46667,0.375,2,3,60,RSS,0.29643,0.27526,0
